id,name,category,dest,area,country,region,email,phone,website,address,lat,lng,hygiene,rating,source,channel,priority,status,email_status,segment_reason
9566067b3468eb9b98c5,Coeur De Lion,Bar,bath,,GB,UK,jenny@abbeyales.co.uk,+441225463568,https://www.abbeyinnsbath.co.uk/#coeur-de-lion-pub-bath,17 Northumberland Place BA1 5AR,51.38238,-2.3597,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
5b01902d52d67d4925bf,Coffever,Café,bath,Bath,GB,UK,coffeverhk@gmail.com,+441225462504,https://coffever.co.uk/,14 Northumberland Place BA1 5AR Bath,51.38237,-2.3599,0,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
750ed496de83a41adb4a,Costa Coffee,Café,bath,Bath,GB,UK,43038895@costacoffee.co.uk,+443330035883,http://www.costaireland.ie,"Unit 4, Mero Retail Park Lower Bristol Road, Bath, BA2 3GL",51.38152,-2.38581,5,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
3cddfb951ed4ac3daadd,Costa Coffee,Café,bath,Bath,GB,UK,43024085@costacoffee.co.uk,+443330035883,http://www.costa.co.uk/,"4 Westgate Buildings, Bath, BA1 1EB",51.38148,-2.36056,5,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
374e72548e9a2b3ea6e8,Cosy Club,Restaurant,bath,,GB,UK,bathbookings@cosyclub.co.uk,+44 1225 464161,https://cosyclub.co.uk/location/bath/,Unit R4 SouthGate Place BA1 1AP,51.37865,-2.35834,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
1a256384e8692b71556d,Crystal Palace,Bar,bath,Bath,GB,UK,crystalpalace@fullers.co.uk,+441225482666,https://www.crystalpalacepub.co.uk/,BA1 1NW Bath,51.38049,-2.35923,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
e3021b44ab1ad11bce98,Daruma Diner,Restaurant,bath,,GB,UK,darumadiner@gmail.com,,,3 High Street BA1 4BX,51.395,-2.38933,4,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
0686ff6c43638dc056df,Dough,Restaurant,bath,Bath,GB,UK,kingsmead@doughpizzarestaurant.co.uk,+44 1225 422320,https://www.doughpizzarestaurant.co.uk/,9 Kingsmead Square BA1 2AB Bath,51.38109,-2.36341,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
ed8bd1dfbc6edc9b537c,Electric Bear Brewing Co,Bar · brewery,bath,Bath,GB,UK,websales@electricbearbrewing.com,+441225424088,http://www.electricbearbrewing.com,"Unit 12, The Maltings Industrial Estate, 7 Brassmill Ln, Bath, BA1 3JL",51.38352,-2.39511,5,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
ed9be338fb21ea9af30b,Elgin Villa,Guesthouse,bath,Bath,GB,UK,elginvilla@hotmail.co.uk,+44 1225 424557,https://www.elginvilla.co.uk/,6 Marlborough Lane BA1 2NQ Bath,51.38451,-2.37108,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
87ac378aa430239b3cf0,Fidel Rum Bar,Bar,bath,,GB,UK,fidelrumbar18@gmail.com,+441225426735,,3 Trim Bridge BA1 1HD,51.38248,-2.36179,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
6b24e44040911bd791da,Flan O'Briens,Bar,bath,,GB,UK,landlords@flanobriens.com,+441225312914,https://www.flanobrien.com,21 Westgate Street BA1 1EP,51.3815,-2.36238,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
14b659980b2438d1d9f8,Fully Loaded Kebab,Street food,bath,Bath,GB,UK,mehmetcanertufek@hotmail.com,+447312503240,,"105 High Street, Bath, BA2 1DB",51.38005,-2.39583,3,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
72621f9fd3ab6431a586,George Inn,Bar,bath,Bath,GB,UK,6186@greeneking.co.uk,+441225425079,https://www.chefandbrewer.com/pubs/somerset/george-inn?utm_source=facebook&utm_medium=locations&utm_campaign=CB_pubpage,"Mill Lane, Bath, BA2 6TR",51.39674,-2.32194,4,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
fc147b6039ffa32aa9c2,Giraffe,Restaurant,bath,,GB,UK,bath@giraffe.net,+441225463333,https://www.giraffe.net/locations/bath,Dorchester Street BA1 1SS,51.37805,-2.35815,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
ee77cf88c8692f30273c,Golden Plaice,Street food,bath,,GB,UK,goldenplaice38bath@gmail.com,+441225338288,https://website-88299255496870591354-fishandchipstakeaway.business.site,13 Cleveland Place BA1 5DG,51.38994,-2.35736,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
727496605e350048aaf4,Goulash,Restaurant,bath,,GB,UK,goulashlife@yahoo.com,+441225484032,https://www.goulash.life/,78 Lower Bristol Road BA2 3BG,51.37963,-2.37105,3,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
60d9605b2a0f59690e39,Greenways,Guesthouse,bath,,GB,UK,greenwaysbb@gmail.com,+441225310132,https://www.greenwaysbedandbreakfast.co.uk/,BA2 6QF,51.38759,-2.35079,4,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
480e84fd5ae5c0c381c6,Hall & Woodhouse,Bar,bath,,GB,UK,bath@hall-woodhouse.co.uk,+441225469259,https://www.hall-woodhousebath.co.uk/,1 Old King Street BA1 2JW,51.38374,-2.36249,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
612240b3f0192340d633,Hampset Cricket Club,Sports Club And League,bath,Bath,GB,UK,hampsetcommunications@live.com,+441225837100,http://www.hampsetcc.play-cricket.com,"Bloomfield Rise, Bath, BA2 2BL",51.36307,-2.37989,5,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
b4c13b62bf7a20d07c7d,Hondo Sushi,Restaurant,bath,,GB,UK,hondosushi@gmail.com,+44 1225 920420,https://www.hondosushi.co.uk/,9 St James Parade BA1 1UL,51.37954,-2.36138,3,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
eda77d73c271cef72814,Hudson Bar & Grill,Steakhouse,bath,Bath,GB,UK,hudsonbarandgrill@live.co.uk,+441225332323,http://www.hudsonsteakhouse.co.uk/,"14 London Street, Bath, BA1 5BU",51.38926,-2.35877,5,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
339b262609feb9a69ac6,Indian Temptation,Restaurant,bath,Bath,GB,UK,anand@indiantemptation.com,+44 1225 464631,http://www.indiantemptation.com/,9-10 Cheap Street BA1 5AQ Bath,51.38177,-2.35939,4,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
494af2b279489460e7e4,Kettlesmith's Walcot,Bar,bath,Bath,GB,UK,walcot@kettlesmithbrewing.com,+441225448243,http://kettlesmithbrewing.com/pages/bar-shop,"13 London Street, Bath, BA1 5BU",51.38914,-2.35878,5,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
c0dbac046fe5cbab5daa,La Baguette,Street food,bath,,GB,UK,labaguettebath@outlook.com,+441225571650,,3 Stall Street BA1 1QL,51.38138,-2.36025,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
8a356c6314e573db105d,Larkhall Farm Shop,Fruits And Vegetables,bath,Bath,GB,UK,larkhallfarmshop@hotmail.com,+441225319968,https://www.larkhallfarmshop.co.uk/,"2 St Saviours Road, Bath, BA1 6",51.39743,-2.34495,3,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
bc0e4fe3cc7a66c74759,Lidl,Supermarket,bath,Bath,GB,UK,customer.services@lidl.co.uk,+442039665566,https://www.lidl.co.uk/s/en-GB/store-finder/bath/lower-bristol-road/,Lower Bristol Road BA2 1ES Bath,51.38122,-2.38767,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
d5ece79175b33aed4055,Manvers Gospel Hall,Attraction · church,bath,Bath,GB,UK,manvers@manversgospelhall.org.uk,+447592932190,http://www.manversgospelhall.org.uk/,"Manvers Gospel Hall, off Old Orchard St, Henry St, Bath, BA1 1JU",51.38002,-2.35801,5,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
a23ef9e4b2bed66446e4,Marlborough House,Guesthouse,bath,Bath,GB,UK,marlboroughguesthousebath@gmail.com,+44 1225 318175,https://www.marlborough-house.net/,1 Marlborough Lane BA1 2NQ Bath,51.38418,-2.37131,3,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
d27bc88529350e5b8828,Masala Kitchen,Street food,bath,,GB,UK,sm_maroof21@yahoo.com,+441225338728,https://masalakitchenonline.co.uk/,7 High Street BA1 4BX,51.39519,-2.38947,2,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
f14e6b9df851c9e0750e,Miller & Carter,Restaurant,bath,,GB,UK,bath@millerandcarter.co.uk,+441225311708,https://www.millerandcarter.co.uk/restaurants/south-west/millerandcarterbath,23 Milsom Street BA1 1DE,51.3847,-2.36216,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
423f69e620e2b9484d98,No. 1 Royal Crescent,Museum,bath,Bath,GB,UK,no1royalcrescent@bptrust.org.uk,01225 428126,http://no1royalcrescent.org.uk,"Royal Crescent, Bath, BA1 2LR",51.38648,-2.36691,5,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
12357bc506353917a796,Noya’s Kitchen,Restaurant,bath,,GB,UK,noya@noyaskitchen.co.uk,+44 1225 552582,https://www.noyaskitchen.co.uk/,7 St James Parade BA1 1UL,51.37959,-2.36143,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
e00e7d9a2bcb2818dd4a,Oldfields House,Guesthouse,bath,,GB,UK,oldfieldshouse@gmail.com,+441225317984,https://www.oldfields.co.uk/,BA2 3AL,51.37593,-2.36872,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
df3f200a2e935389abdf,Olé Tapas,Restaurant,bath,Bath,GB,UK,share@oletapas.co.uk,+44 1225 424274,https://www.oletapas.co.uk/,1 John Street BA1 2JL Bath,51.38334,-2.3621,4,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
e12d097f271d2f348049,Pane e Vino,Café,bath,Bath,GB,UK,darixcinesi@yahoo.com,+441225698063,,5-6 St. James's Street BA1 2TW Bath,51.38849,-2.36769,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
f1c659dea754190d798c,Pizza GoGo,Street food,bath,Bath,GB,UK,cs@pizzagogo.net,+44 1225333722,https://www.pizzagogo.co.uk/stores/bath,4a Cleveland Place BA1 5DJ Bath,51.39014,-2.35647,4,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
0bed81cac3d033cc1a84,Plant. Eat. Licious,Café,bath,Bath,GB,UK,planteatlicious@yahoo.com,+447961605556,https://www.planteatlicious.com/,"Basement, Chapel Arts Centre, Bath, BA1 1QR",51.37977,-2.36043,5,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
4ba56b386b4f0e301b8e,Pollocks of Bath,Fish And Chips Restaurant,bath,Bath,GB,UK,castlebath@yahoo.com,+441225334010,http://www.pollocksofbath.co.uk/,"4 Victoria Buildings, Bath, BA2 3EH",51.38153,-2.37671,5,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
fd58f3b11e835a018ea3,Red Hat Taco,Taco Restaurant,bath,Bath,GB,UK,relishworldfood@gmail.com,+447419823380,http://www.redhattaco.co.uk/,"Green Park Station, Green Park Rd, Bath, BA1 2AG",51.38146,-2.36692,5,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
90f48d97981c4f9487a1,Roly's Fudge Pantry,Dessert,bath,,GB,UK,bath@rolysfudge.co.uk,+441225429474,https://rolysfudge.co.uk/,11 Stall Street BA1 1QE,51.3804,-2.35982,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
b39fca58f9bd16f96507,Ruposhi Indian Takeaway,Indian Restaurant,bath,Bath,GB,UK,iqubalhussain@hotmail.co.uk,+441225337294,http://www.ruposhitakeaway.co.uk/,"3 Sussex Place, Bath, BA2 4LA",51.37658,-2.35373,3,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
587f0784e002d0465007,Saracens Head,Bar,bath,Bath,GB,UK,7247@greeneking.co.uk,+441225426518,https://www.greeneking.co.uk/pubs/somerset/saracens-head?utm_source=facebook&utm_medium=locations&utm_campaign=HT_pubpage,"42 Broad Street, Bath, BA1 5LP",51.3838,-2.36004,5,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
14ff704c1341e3c288da,Slim Chickens,Restaurant,bath,,GB,UK,bath@slimchickens.co.uk,,https://www.slimchickens.co.uk/locations/bath,8 Brunel Square BA1 1SX,51.37758,-2.35791,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
263e89269af82a764ff7,Slug & Lettuce,Bar,bath,,GB,UK,slugandlettuce.bath@stonegatepubs.com,+441225789050,https://www.slugandlettuce.co.uk/bath,5–6 George Street BA1 2EE,51.38518,-2.36206,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
bae332d91a21cb8276ed,Smak Polski w Bath,Supermarket,bath,Bath,GB,UK,smakpolski2014@gmail.com,+441225571819,http://www.smakpolski.com,"68 Lower Bristol Road, Bath, BA2 3",51.37943,-2.37014,4,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
9ce89abf7744358088a6,St James Wine Vaults,Bar,bath,,GB,UK,stjameswv@hotmail.co.uk,+441225310335,https://www.stjameswinevaults.co.uk/,10 St James's Street BA1 2TW,51.38829,-2.3679,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
5ada2f817094af77d628,Sub 13,Bar,bath,,GB,UK,drinks@sub13.net,+441225466667,https://www.sub13.net/,4 George Street BA1 2EE,51.38507,-2.36217,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
2280641daf46b81e1ebe,Tagine Zhor,Restaurant,bath,,GB,UK,dine@taginezhor.co.uk,+441225466437,https://www.taginezhor.co.uk/,1a North Parade Buildings BA1 1LF,51.38061,-2.35803,4,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
633be5a94343dd2ae50f,Taka Taka,Street food,bath,,GB,UK,bath@taka-taka.co.uk,+441225470088,https://taka-taka.co.uk/,34 Broad Street BA1 5LP,51.38424,-2.36014,3,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
ba76c0284d9699135fdb,Thailand Wok,Street food,bath,Bath,GB,UK,thailandwokbath@gmail.com,+441225251060,https://thailandwok.co.uk/,37 Moorland Road BA2 3PN Bath,51.37714,-2.37846,4,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
f786aa42d2ade9f0c1e5,The Ale House,Bar,bath,Bath,GB,UK,alehousebath@gmail.com,+441225571070,http://bathpubs.co.uk/tag/alehouse/,1 York Street BA1 1NG Bath,51.38094,-2.35798,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
0a1c540e329cd11cfd26,The Architect,Restaurant,bath,Bath,GB,UK,architectbath@brunningandprice.co.uk,01225 439 610,https://www.brunningandprice.co.uk/architectbath/homepage/,Orange Grove BA1 1LP Bath,51.38208,-2.35777,4,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
513ebac9f8bb33f6de52,The Ayrlington,Hotel,bath,,GB,UK,theayrlington@gmail.com,+441225425495,https://ayrlington.com/,BA2 4EZ,51.38258,-2.35194,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
246ab0633045a9f1a05c,The Bath Bun,Café,bath,,GB,UK,ninaswan1@msn.com,+441225463928,https://www.thebathbun.com/,2a Abbey Green BA1 1NW,51.38058,-2.35864,3,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
c79039a35fc20524cf1c,The Bathwick Boatman,Restaurant,bath,,GB,UK,ben@bathwickboatman.com,+441225428844,https://bathwickboatman.com/,BA2 6QE,51.3904,-2.35016,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
5f0506bb999117585be7,The Beckford Bottle Shop,Bar,bath,,GB,UK,bathbottles@beckfordbottleshop.com,+441225809302,https://www.beckfordbottleshop.com/bath/,5-8 Saville Row BA1 2QP,51.38646,-2.36207,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
25393d7486418d250c58,The Bell Inn,Music Venue,bath,Bath,GB,UK,thebell@thebellinnbath.co.uk,+441225460426,http://www.thebellinnbath.co.uk/,"103 Walcot Street, Bath, BA1 5BW",51.38752,-2.35925,5,,overture,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
947932ef4d7d484b7eb3,The Boater,Bar,bath,,GB,UK,boater.bath@fullers.co.uk,+441225464211,https://www.boaterbath.co.uk/,9 Argyle Street BA2 4BQ,51.38319,-2.3568,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
107ba3cc85af651aef9d,The Canon,Bar,bath,,GB,UK,thecanon.bath@stonegatepubs.com,+441225789106,https://www.crafted-social.co.uk/canon-bath,1 Barton Street BA1 1HQ,51.38238,-2.36241,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
3f71e91a45ffe51011a8,The Chequers,Bar,bath,Bath,GB,UK,chequersbath@gmail.com,+441225428924,https://www.thechequersbath.com/,50 Rivers Street BA1 2QA Bath,51.38747,-2.36503,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
ddadd38cc932fecad509,The Cork,Bar,bath,,GB,UK,cork@youngs.co.uk,+441225333582,https://thecork.co.uk/,11-12 Westgate Buildings BA1 1EB,51.38051,-2.36257,5,,osm,email,1,new,ok,GB: named individual mailbox — personal data under GDPR; B2B corporate-subscriber carve-outs do not reach it
